,상가업소번호,상호명,상권업종대분류명,상권업종소분류명,지번주소,도로명주소
169,MA010120220805549351,아성,음식,중국집,세종특별자치시 세종특별자치시 조치원읍 남리 11-45,세종특별자치시 세종특별자치시 조치원읍 장안2길 63
170,MA010120220805550224,청일가든,음식,돼지고기 구이/찜,세종특별자치시 세종특별자치시 부강면 부강리 1017,세종특별자치시 세종특별자치시 부강면 청연로 119
171,MA010120220805550460,해진미용타운,수리·개인,미용실,세종특별자치시 세종특별자치시 부강면 부강리 461-1,세종특별자치시 세종특별자치시 부강면 부강4길 14
172,MA010120220805555714,알파문구세종부강점,소매,문구/회화용품 소매업,세종특별자치시 세종특별자치시 부강면 부강리 439-7,세종특별자치시 세종특별자치시 부강면 부강로 31
173,MA010120220805554664,모든폰,소매,핸드폰 소매업,세종특별자치시 세종특별자치시 전의면 읍내리 252-2,세종특별자치시 세종특별자치시 전의면 운주산로 1193
174,MA010120220805554565,꼬모네반찬,소매,반찬/식료품 소매업,세종특별자치시 세종특별자치시 조치원읍 정리 25-1,세종특별자치시 세종특별자치시 조치원읍 새내10길 40
175,MA010120220805554446,십자약국,소매,약국,세종특별자치시 세종특별자치시 조치원읍 원리 7-23,세종특별자치시 세종특별자치시 조치원읍 새내로 96
176,MA010120220805554014,샬롬학사촌,숙박,기숙사/고시원,세종특별자치시 세종특별자치시 장군면 금암리 186,세종특별자치시 세종특별자치시 장군면 사덕골길 166
177,MA010120220805552401,행복공장,음식,치킨,세종특별자치시 세종특별자치시 부강면 부강리 115,세종특별자치시 세종특별자치시 부강면 태산길 25
178,MA010120220805557094,세종자원공사,소매,중고 상품 소매업,세종특별자치시 세종특별자치시 연기면 수산리 421-1,세종특별자치시 세종특별자치시 연기면 수왕로 498
179,MA010120220805556349,봉평메밀막국수,음식,국수/칼국수,세종특별자치시 세종특별자치시 조치원읍 상리 70-2,세종특별자치시 세종특별자치시 조치원읍 조치원로 64-1
180,MA010120220805556825,스카이공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 장군면 봉안리 201-25,세종특별자치시 세종특별자치시 장군면 월현윗길 172-1
181,MA010120220805556437,잘이음부동산중개,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 나성동 747,세종특별자치시 세종특별자치시 한누리대로 245
182,MA010120220805555172,쏠래,음식,일반 유흥 주점,세종특별자치시 세종특별자치시 조치원읍 교리 22-1,세종특별자치시 세종특별자치시 조치원읍 조치원7길 29
183,MA010120220805559580,아름약국,소매,약국,세종특별자치시 세종특별자치시 부강면 부강리 466-6,세종특별자치시 세종특별자치시 부강면 부촌길 28
184,MA010120220805559009,김밥나라,음식,김밥/만두/분식,세종특별자치시 세종특별자치시 조치원읍 원리 9-26,세종특별자치시 세종특별자치시 조치원읍 조치원1길 6
185,MA010120220805558300,양지다실,음식,카페,세종특별자치시 세종특별자치시 전의면 읍내리 252-2,세종특별자치시 세종특별자치시 전의면 운주산로 1193
186,MA010120220805559355,마실공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 금남면 용담리 263-3,세종특별자치시 세종특별자치시 금남면 안금로 251
187,MA010120220805560355,투다리체인점,음식,일반 유흥 주점,세종특별자치시 세종특별자치시 조치원읍 교리 21-12,세종특별자치시 세종특별자치시 조치원읍 새내12길 53
188,MA010120220805560532,나루터상회,소매,슈퍼마켓,세종특별자치시 세종특별자치시 부강면 금호리 710-2,세종특별자치시 세종특별자치시 부강면 금호선말길 3
189,MA010120220805561330,죽마고우,음식,돼지고기 구이/찜,세종특별자치시 세종특별자치시 조치원읍 교리 23-19,세종특별자치시 세종특별자치시 조치원읍 조치원3길 34
190,MA010120220805562329,금강종합광고기획,과학·기술,명함/간판/광고물 제작,세종특별자치시 세종특별자치시 부강면 부강리 487-4,세종특별자치시 세종특별자치시 부강면 부강로 12
191,MA010120220805560340,대박수산,소매,수산물 소매업,세종특별자치시 세종특별자치시 장군면 봉안리 40-6,세종특별자치시 세종특별자치시 장군면 장기로 875
192,MA010120220805583193,그린상사,소매,자전거 소매업,세종특별자치시 세종특별자치시 부강면 부강리 513-2,세종특별자치시 세종특별자치시 부강면 부강금호로 19
193,MA010120220805579117,다채원,음식,백반/한정식,세종특별자치시 세종특별자치시 어진동 503,세종특별자치시 세종특별자치시 절재로 154
194,MA010120220805579283,궁노래연습장,예술·스포츠,노래방,세종특별자치시 세종특별자치시 도담동 672,세종특별자치시 세종특별자치시 보듬3로 8-15
195,MA010120220805580652,엠엠디학원,교육,입시·교과학원,세종특별자치시 세종특별자치시 조치원읍 신안리 542,세종특별자치시 세종특별자치시 조치원읍 섭골길 59
196,MA010120220805580967,달인세탁,수리·개인,세탁소,세종특별자치시 세종특별자치시 다정동 960,세종특별자치시 세종특별자치시 다정남로 22
197,MA010120220805574495,형제가스,소매,가정용 연료 소매업,세종특별자치시 세종특별자치시 부강면 부강리 767-1,세종특별자치시 세종특별자치시 부강면 부강금호로 111
198,MA010120220805575191,벧엘O.A,시설관리·임대,복사업,세종특별자치시 세종특별자치시 조치원읍 서창리 208,세종특별자치시 세종특별자치시 조치원읍 세종로 2511
199,MA010120220805575159,대전집,음식,전/부침개,세종특별자치시 세종특별자치시 부강면 부강리 463-15,세종특별자치시 세종특별자치시 부강면 오대길 17
200,MA010120220805575770,철물/공구 소매업,소매,철물/공구 소매업,세종특별자치시 세종특별자치시 부강면 부강리 469,세종특별자치시 세종특별자치시 부강면 부강5길 9
201,MA010120220805575279,이미지,소매,여성 의류 소매업,세종특별자치시 세종특별자치시 부강면 부강리 461-13,세종특별자치시 세종특별자치시 부강면 부강4길 13
202,MA010120220805577344,송림,음식,백반/한정식,세종특별자치시 세종특별자치시 부강면 노호리 374-3,세종특별자치시 세종특별자치시 부강면 시목부강로 290-7
203,MA010120220805577712,대전철근지원,시설관리·임대,임시/일용 인력 공급업,세종특별자치시 세종특별자치시 도담동 897-35,세종특별자치시 세종특별자치시 양지1길 37
204,MA010120220805573546,두꺼비공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 조치원읍 상리 144,세종특별자치시 세종특별자치시 조치원읍 조치원로 46
205,MA010120220805578053,토시래세종,음식,백반/한정식,세종특별자치시 세종특별자치시 한솔동 929,세종특별자치시 세종특별자치시 노을3로 94
206,MA010120220805573663,차사랑주유소,소매,주유소,세종특별자치시 세종특별자치시 부강면 문곡리 163-2,세종특별자치시 세종특별자치시 부강면 부강외천로 271
207,MA010120220805573707,바구니칼국수,음식,국수/칼국수,세종특별자치시 세종특별자치시 부강면 부강리 474,세종특별자치시 세종특별자치시 부강면 시장1길 20
208,MA010120220805574157,신황소꼼장어숯불구이,음식,횟집,세종특별자치시 세종특별자치시 부강면 부강리 439-6,세종특별자치시 세종특별자치시 부강면 부강4길 4
209,MA010120220805569103,동해바다회,음식,횟집,세종특별자치시 세종특별자치시 부강면 부강리 408-8,세종특별자치시 세종특별자치시 부강면 부강1길 7
210,MA010120220805570407,달구지칼국수,음식,국수/칼국수,세종특별자치시 세종특별자치시 부강면 부강리 474,세종특별자치시 세종특별자치시 부강면 시장1길 20
211,MA010120220805570656,은행나무집,음식,백반/한정식,세종특별자치시 세종특별자치시 연서면 쌍류리 706-17,세종특별자치시 세종특별자치시 연서면 도신고복로 480-3
212,MA010120220805569111,세종스파,소매,슈퍼마켓,세종특별자치시 세종특별자치시 부강면 문곡리 110,세종특별자치시 세종특별자치시 부강면 부강외천로 254-29
213,MA010120220805571552,바라궁신선불고기,음식,돼지고기 구이/찜,세종특별자치시 세종특별자치시 부강면 문곡리 152,세종특별자치시 세종특별자치시 부강면 연청로 1161
214,MA010120220805571656,부흥마트,소매,슈퍼마켓,세종특별자치시 세종특별자치시 부강면 금호리 703,세종특별자치시 세종특별자치시 부강면 부강금호로 309-4
215,MA010120220805572277,부민세숫대야냉면,음식,냉면/밀면,세종특별자치시 세종특별자치시 조치원읍 교리 23-26,세종특별자치시 세종특별자치시 조치원읍 조치원5길 39
216,MA010120220805570501,"한국타이어삼성,삼성공업사",수리·개인,자동차 정비소,세종특별자치시 세종특별자치시 연동면 응암리 757,세종특별자치시 세종특별자치시 연동면 청연로 338
217,MA010120220805568362,소평순대,음식,국/탕/찌개류,세종특별자치시 세종특별자치시 부강면 부강리 408-3,세종특별자치시 세종특별자치시 부강면 부촌길 59
218,MA010120220805568681,금수호프,음식,요리 주점,세종특별자치시 세종특별자치시 부강면 부강리 1007-4,세종특별자치시 세종특별자치시 부강면 부강신대길 33
219,MA010120220805573636,화승식당,음식,구내식당,세종특별자치시 세종특별자치시 부강면 금호리 680-2,세종특별자치시 세종특별자치시 부강면 부강금호로 301
220,MA010120220805568624,에스티앤케이세종충남부총판,소매,담배/전자담배 소매업,세종특별자치시 세종특별자치시 조치원읍 죽림리 281-4,세종특별자치시 세종특별자치시 조치원읍 충현로 9
221,MA010120220805562940,미샤,소매,화장품 소매업,세종특별자치시 세종특별자치시 어진동 503,세종특별자치시 세종특별자치시 절재로 154
